threshold,lead_bucket,n,pos,base,roc_baseline,pr_baseline,roc_A_sched,pr_A_sched,roc_B_nowcast,pr_B_nowcast,roc_first_only,pr_first_only,roc_gain_B_minus_A
180,<=0 (not a forecast),2611,576,0.22060513213328226,0.6996425402675402,0.45632177943780516,0.712706883019383,0.5381734859322479,0.9910259691509692,0.9820471757548411,0.9850182568932568,0.9736763241375576,0.2783190861315862
180,0-10m,8520,698,0.08192488262910798,0.7095202606123789,0.21655493974507148,0.7404167878564537,0.2600170172255571,0.9660128584500844,0.911932606467945,0.9308511222845858,0.8663086287974858,0.22559607059363074
180,10-20m,8865,897,0.10118443316412859,0.7175026751375625,0.27473245475916164,0.7563214815784879,0.31290142109129854,0.8673785162948338,0.6709372659658547,0.8090205722555774,0.5903544080765852,0.11105703471634587
180,20-30m,8626,839,0.09726408532344076,0.7319279879227826,0.314872392201219,0.7684955350999871,0.3528784338083267,0.8589975989137483,0.6000454612654235,0.7482820684760351,0.482102117214952,0.09050206381376114
180,30-40m,8594,751,0.08738654875494531,0.7022532581404063,0.2270865246304516,0.7725184475015929,0.2828213118040176,0.8147598009063695,0.4521287371721262,0.6557848067933731,0.3127280846617432,0.04224135340477653
180,40-50m,7656,735,0.09600313479623825,0.714896003192492,0.26722969875958463,0.7740468474631581,0.2995497619759369,0.811244295435267,0.43132296039831386,0.6127605326193474,0.2700140071727591,0.03719744797210889
180,50-60m,28068,1693,0.060317799629471286,0.7349873888299465,0.22005519551809388,0.7909462492616657,0.2525608017902576,0.8477012846317287,0.4652261459824681,0.6434549287139966,0.2932663547508562,0.05675503537006299
180,>60m,9687,774,0.07990089811087024,0.7345330877204883,0.22539683103721242,0.7715748358159887,0.2578767646243426,0.8182723693377064,0.43943882040985066,0.6220680908848701,0.27489818674450106,0.04669753352171768
