threshold,lead_bucket,n,pos,base,roc_baseline,pr_baseline,roc_A_sched,pr_A_sched,roc_B_nowcast,pr_B_nowcast,roc_first_only,pr_first_only,roc_gain_B_minus_A
600,<=0 (not a forecast),2611,207,0.07927996936039831,0.7016546496579774,0.31100939501745734,0.7682867523531635,0.2992476215162271,0.9914614933243305,0.9693793404620981,0.9912856591670887,0.9706763067657077,0.22317474097116707
600,0-10m,8520,153,0.01795774647887324,0.7766790792648679,0.12336985045511975,0.7848109324603113,0.11810417697543148,0.9499746514278393,0.7879098647768069,0.9367586323800864,0.7851570539973913,0.16516371896752802
600,10-20m,8865,203,0.022899041173152848,0.8170751473226014,0.21150516537701855,0.8227439822655549,0.20359432099532987,0.9331238988481483,0.6782519201012925,0.8977033484115547,0.6797402626846799,0.11037991658259338
600,20-30m,8626,212,0.024576860653837237,0.7851797431056056,0.22915954813839504,0.8108464777930762,0.23766534281884508,0.9332289849352606,0.6259641599623946,0.8820864036130259,0.6305175456810599,0.12238250714218446
600,30-40m,8594,193,0.02245752850826158,0.7569740957312631,0.13296249589417009,0.7820824439232191,0.1083783105798201,0.8709128508634242,0.42296477126352466,0.7860312089666107,0.42526114207845944,0.08883040694020505
600,40-50m,7656,144,0.018808777429467086,0.7938931968110283,0.1462602006023822,0.7886844012542894,0.11465819412999356,0.8681091734705952,0.4483221688831753,0.7930556480002366,0.4279126378423732,0.07942477221630584
600,50-60m,28068,487,0.01735071968077526,0.8151289236028105,0.18947366495600726,0.840751530660447,0.16152984693596953,0.8969309884858836,0.493112852941232,0.7946102303709208,0.4642848238395822,0.05617945782543654
600,>60m,9687,204,0.021059151440074326,0.8418242758455274,0.20398170957720288,0.8485850841443822,0.18898095417913913,0.887439959638817,0.46393170119653665,0.7845129984926588,0.4496961245059496,0.03885487549443489
